lon,lat,ds_sd
143.45,42.972,0.0048875
146.54,42.091,-0.12912
140.05,37.239,0.0068476
141.02,35.603,-6.4221
139.61,36.466,0.12616
145.29,41.796,28.26
142.93,38.113,42.793
141.11,38.481,16.108
139.99,36.008,-4.0126
143.9,38.571,0.1315
143.87,38.689,1.0455
143.84,38.609,0.98705
142.01,37.095,45.756
142.11,37.08,42.452
144.14,43.144,-0.0078124
144.24,43.134,-0.20205
142.24,41.03,35.175
143.06,39.431,26.564
142.62,39.303,38.942
142.6,39.375,35.991
142.64,39.151,45.814
142.66,39.082,48.819
142.78,38.23,57.607
142.63,41.282,71.132
142.8,41.164,67.893
144.43,42.165,118.16
142.55,39.951,14.664
142.57,40.024,13.873
143.53,39.037,14.416
143.56,38.956,13.465
141.13,40.44,0.23558
144.15,40.158,0.85826
144.23,40.163,0.087487
141.22,41.273,0.38175
142.81,41.311,77.463
142.41,39.209,43.196
143.59,42.162,116.18
143.57,42.079,118.48
143.87,42.152,122.6
143.75,42.127,121.79
141.81,41.11,18.002
143.4,40.232,21.408
143.49,40.253,19.912
143.09,39.817,21.203
143.36,40.17,20.482
143.39,40.108,19.002
141.68,40.261,-15.626
141.4,39.387,-16.931
142.48,36.971,25.755
142.49,36.577,11.039
141.63,41.158,14.258
143.65,39.256,10.005
143.75,38.184,0.34516
143.67,38.222,2.5788
141.04,38.768,1.2056
141.07,38.861,-1.1795
141.13,39.182,-7.9794
142.35,42.197,23.255
143.75,38.598,2.6781
142.08,36.524,26.569
142.19,36.543,22.37
141.54,41.627,15.416
140.5,36.82,0.86308
139.87,35.856,13.718
142.13,34.804,0.1493
143.76,42.449,80.474
143.66,42.454,78.617
143.19,41.559,91.456
142.38,37.922,68.382
141.81,40.367,-19.489
144.15,40.308,1.5986
145.16,43.416,0.12976
143.14,38.926,35.786
143.04,38.913,41.691
142.55,38.726,68.575
142.79,38.738,56.673
142.84,38.862,51.181
141.92,38.285,80.079
146.26,42.318,8.3022
145.56,43.596,-0.10721
145.6,43.521,-7.545
145.53,43.459,-2.3349
145.47,43.597,-0.0042251
142.14,34.933,0.27542
142.26,41.926,44.127
141.23,41.743,0.0088956
141.43,41.714,6.5687
141.51,41.951,2.6847
141.52,41.864,5.6806
146.12,43.089,30.412
146.21,43.064,23.02
145.73,43.02,29.639
143.64,37.737,-0.0048377
142.99,41.311,77.912
143.14,41.389,81.779
143.09,41.312,77.957
143.31,41.286,73.317
143.39,41.28,70.824
143.26,41.218,70.557
143.32,41.137,64.828
142.97,41.755,96.33
142.86,41.757,91.765
141.1,40.652,0.0053333
141.13,40.523,0.21102
141.08,40.562,0.0096204
143.7,42.28,109.09
144.12,40.076,0.98691
144.22,39.96,0.0015955
140.04,37.154,0.14885
140.1,37.104,0.99344
139.57,36.342,0.12657
139.55,36.412,0.0036118
140.91,38.559,4.4597
145.17,41.814,39.73
145.23,41.656,14.491
143.08,38.159,33.722
143.02,38.086,35.354
145.59,41.607,0.0031283
141.18,38.357,26.055
141.11,38.408,18.66
139.88,35.931,8.0473
142.13,36.996,40.427
141.94,37.033,45.181
145.93,42.262,26.702
145.83,42.29,35.329
145.09,41.762,36.438
144.94,41.63,30.524
141,39.864,0.011024
143.27,42.923,0.0055936
143.95,43.094,-0.0016468
143.84,43.04,0.59086
142.3,41.09,43.025
143.43,39.26,17.182
143.58,39.187,12.27
143.46,39.192,16.84
143.24,38.089,22.375
142.88,39.755,22.864
142.96,39.693,23.67
143.16,39.377,25.034
142.71,39.273,39.487
142.79,39.316,36.14
142.73,39.197,42.091
142.57,38.18,69.425
142.59,38.27,70.08
142.7,38.3,63.389
143.17,39.005,33.26
142.84,38.066,48.204
142.83,40.744,41.362
143.2,41.638,95.701
143.13,41.684,97.871
143.03,41.674,95.98
142.72,41.335,77.774
142.2,42.076,23.541
142.09,42.071,18.58
142.49,40.063,10.796
141.39,39.687,-6.2186
141.73,39.796,-14.186
145.16,41.888,49.26
141.07,40.389,0.014755
140.83,35.352,-15.54
140.89,35.509,-13.792
143.46,37.811,4.0836
141.31,41.245,3.3475
141.39,41.281,6.6665
142.43,39.087,51.776
142.47,39.15,47.222
143.32,41.901,109.98
143.38,41.964,113.61
143.47,41.972,116.87
143.16,41.998,105.07
143.19,41.912,106.24
143.02,41.837,98.72
143.13,41.835,102.72
141.84,37.038,46.308
141.81,36.965,45.768
141.92,41.115,22.993
141.97,41.177,30.436
144.72,42.669,54.286
142.68,40.053,16.387
142.91,40.051,21.055
143.69,41.062,45.8
143.63,41.127,52.793
143.14,39.669,21.423
143.05,39.725,22.065
143.24,40.104,20.675
143.31,40.069,19.349
143.26,40.172,21.416
141.65,40.334,-14.025
141.35,39.461,-14.183
142.16,39.534,16.823
142.34,36.77,24.869
142.39,36.708,20.494
142.24,36.761,29.6
142.17,40.65,1.5607
142,40.659,-5.8246
142.13,40.765,5.7436
142.1,40.688,0.71679
142.08,40.813,7.5214
141.55,41.225,14.134
141.46,41.208,8.6217
141.95,41.044,18.866
142.05,40.929,14.285
142.05,41.015,20.681
143.68,38.319,2.9831
143.83,38.24,0.0041405
141.59,37.739,60.831
141.5,37.779,57.953
142.63,42.048,59.887
141.11,38.729,4.0539
141.17,38.884,-1.5749
141.17,40.695,0.30557
143.99,40.221,4.4399
144.09,40.226,1.881
140.96,35.741,-8.4156
143.75,43.056,-0.0036505
142.2,36.837,33.53
142.01,36.586,31.548
142.38,36.572,15.665
142.34,36.633,19.441
141.86,42.082,8.6389
141.61,41.746,15.758
141.52,41.697,13.058
139.93,35.807,-10.116
139.95,35.941,-3.5503
142.11,34.684,0.18604
142.16,34.738,0.00087884
140.62,38.525,0.00094932
140.76,38.459,2.1417
140.99,38.45,11.525
141.05,38.51,11.503
140.92,38.47,6.9672
145.4,42.746,52.948
145.67,42.761,43.518
144.16,42.603,57.912
143.96,42.646,48.719
143.82,42.522,69.963
145.94,43.358,37.555
145.86,43.355,22.408
144.14,42.895,8.5641
144.09,39.007,0.00068879
144.06,39.073,0.10513
143.97,38.624,-0.00064082
143.95,38.694,0.11945
143.64,43.027,5.3636e-05
143.57,42.975,0.71989
146.03,41.94,4.2658
146.67,42.158,0.030285
146.64,42.09,-0.0025895
143.81,38.733,2.4581
143.81,38.813,2.977
140.08,36.686,2.3018
140.15,36.663,1.4881
145.36,41.869,32.986
141.68,41.707,21.354
143.64,37.88,0.24839
143.54,37.877,2.7006
141.35,38.839,7.2849
142.58,38.465,71.841
142.56,38.553,72.015
142.46,41.921,58.09
142.55,41.875,70.373
142.08,37.462,57.231
143.6,40.45,21.984
145.9,41.738,0.010095
143.18,36.936,0.17909
143.75,38.35,1.1782
143.78,38.436,1.1614
143.82,38.31,0.14195
142.47,35.927,0.00064555
142.45,36.003,0.17169
142.63,36.17,0.0014651
142.63,36.245,0.19128
142.9,40.143,21.361
142.1,35.851,5.422
142.07,36.937,40.798
141.98,36.958,43.699
140.76,38.855,-0.077957
140.74,38.934,-0.0048001
145.09,41.936,62.966
141.2,41.142,0.13792
146.39,42.011,0.32731
142.22,40.772,10.883
142.24,40.706,8.8026
143.2,38.014,22.344
142.96,41.6,92.532
143.25,42.066,107.85
144.32,42.721,36.216
141.55,39.72,-12.58
141.46,39.732,-7.55
141.87,39.566,-3.7952
141.9,39.496,1.2472
141.2,39.857,1.292
143.26,39.029,26.628
143.35,38.988,22.652
140.8,35.5,-22.355
140.78,35.423,-22.898
143.38,37.835,8.4468
140.82,38.686,0.63541
142.29,38.981,58.923
144.08,42.493,78.422
144.09,42.557,67.008
142.8,41.832,88.12
141.4,37.421,45.218
143.77,40.231,11.998
141.6,39.645,-14.987
141.43,41.135,6.072
143.85,39.318,4.6858
143.8,39.381,5.5695
141.48,40.297,-3.8227
141.18,38.523,17.295
141.73,41.939,13.6
141.7,41.864,16.058
143.29,42.443,68.397
146.12,41.854,0.29325
146.11,41.916,1.5422
142.72,37.93,50.454
142.83,37.978,45.699
142.46,39.458,30.611
142.49,39.391,33.875
142.36,38.009,71.71
142.27,38.184,80.632
143.04,38.232,37.803
142.88,38.265,50.925
142.95,38.21,44.407
145.57,43.102,21.941
145.65,43.161,20.925
145.75,43.155,25.366
144.94,43.21,-0.065799
141.83,35.658,6.8679
142.9,38.352,52.224
141.89,40.516,-16.729
141.98,40.566,-11.295
144.32,43.187,-0.0099888
144.03,42.757,29.629
144.03,42.69,40.107
145.05,41.616,19.725
145.13,41.68,23.993
145.77,42.493,46.281
142.07,36.671,33.531
142.18,36.683,28.48
142.24,36.616,23.881
144.48,42.249,115.26
143.41,37.984,8.6476
142.91,41.361,81.261
141.93,38.427,78.177
144.12,42.445,87.655
142.54,41.323,71.926
143.5,40.343,21.526
141.63,40.191,-13.181
141.27,39.136,-11.492
144.16,39.406,0.0031487
141.56,37.652,58.278
141.39,37.29,41.774
142.85,42.074,79.823
142.8,42.147,68.615
142.69,42.135,57.979
142.99,42.083,90.186
143.04,42.008,97.449
142.96,41.923,95.826
142.24,42.174,18.242
145.48,41.615,1.3796
145.42,41.542,0.011646
141.42,34.957,37.849
141.34,34.974,41.248
144.83,41.223,0.0035948
144.27,43.076,-0.43547
144.05,43.085,0.09492
144.07,43.02,1.0528
144.19,43.02,0.67395
143.34,42.043,112.73
143.51,42.218,110.18
139.66,36.355,1.5962
139.75,36.478,1.4288
139.69,36.435,1.111
145.29,41.924,45.474
141.18,41.348,0.014144
141.78,41.737,26.503
141.85,41.68,34.634
141.39,36.828,43.544
143.02,37.574,21.231
142.36,41.874,56.517
142.55,41.789,75.505
142.48,41.735,74.358
143.76,40.461,17.022
143.59,40.377,20.27
145.94,41.885,3.9722
145.97,41.804,0.73569
143.94,41.522,77.256
142.92,36.521,0.0013894
142.92,36.611,0.25855
142.82,37.804,39.246
142.72,37.842,47.242
143.88,38.363,-0.00266
143.86,38.44,0.11511
145.11,41.384,-0.002209
142.28,35.878,1.8265
142.26,35.961,2.9804
142.38,35.869,0.17243
142.54,36.128,0.30502
141.65,42.292,-0.0067663
141.58,42.222,-0.0026925
141.77,42.229,0.52117
141.14,40.95,0.0058728
144.26,40.093,0.00053216
144.19,40.036,0.12622
142.36,41.584,71.076
145.22,42.353,86.533
142.01,35.961,8.7478
142.09,35.933,6.5335
141.96,35.913,8.5239
141.9,36.914,44.004
142.1,36.854,38.62
146.35,41.935,0.0029951
146.19,41.956,1.3956
142.04,34.932,2.8291
141.82,38.3,75.769
141.82,38.389,74.716
142.33,40.697,13.701
142.39,40.762,22.111
142.9,41.438,85.187
143.42,42.176,110.21
143.62,39.983,12.305
143.71,40.003,10.403
143.68,40.495,21.226
144.36,42.646,51.946
144.53,42.738,35.328
142.83,39.89,20.962
142.82,39.976,20.077
142.72,39.987,17.74
142.64,39.846,18.673
142.73,39.824,21.126
142.63,39.923,17.246
142.06,39.553,8.88
141.31,39.735,-2.8155
141.33,39.806,-2.214
141.29,39.859,-0.1311
145.23,42.052,64.842
145.32,42,53.192
143.4,39.123,19.695
143.29,39.115,24.61
143.44,39.048,19.027
140.95,35.425,-7.3053
140.91,35.345,-7.0223
140.12,37.377,0.010345
140.13,37.286,0.22389
140.69,35.43,-33.633
143.26,37.94,16.878
143.36,37.926,10.619
143.93,42.524,71.062
143.99,42.581,62.198
143.98,42.472,80.267
142.64,41.9,74.968
142.71,41.829,82.119
141.91,41.244,33.219
141.98,41.311,39.547
142.69,40.6,28.505
142.62,40.53,22.277
143.14,40.619,38.239
143.04,40.67,40.787
143.67,40.261,15.299
143.67,40.341,16.908
143.76,40.38,15.277
143.38,40.559,32.982
143.49,40.535,28.09
143.51,40.468,25.295
143.45,40.401,24.204
143.18,40.223,23.281
141.89,40.417,-19.329
141.45,41.066,5.4677
143.87,39.443,4.3448
143.97,39.426,2.2872
142.99,42.228,76.977
142.87,42.22,67.445
141.55,40.35,-7.677
141.52,40.435,-6.204
140.63,36.218,-6.1828
144.03,42.895,7.8583
144,42.959,4.0549
141.97,36.027,10.853
141.87,36.019,11.937
141.18,38.612,13.027
141.8,41.812,23.587
143.18,36.858,0.0032728
140.48,36.762,0.28197
140.56,36.737,1.2342
144.21,42.725,35.421
144.14,42.779,25.974
144.14,42.672,44.321
141,36.487,13.784
144.49,43.24,-0.0078428
144.63,42.628,59.457
144.62,42.56,70.318
143.28,39.863,18.462
143.19,39.81,19.728
142.34,36.506,14.736
142.24,36.494,18.187
139.76,35.985,17.612
139.84,35.985,9.6277
141.56,34.748,30.095
141.58,34.819,29.568
141.65,34.725,23.868
142.02,41.998,22.632
143.38,42.406,81.104
143.39,42.333,93.349
144.98,41.782,50.134
144.9,41.714,44.981
143.32,40.307,24.404
143.2,40.296,24.944
143.02,38.835,43.354
142.93,38.812,48.879
145.75,42.02,21.611
142.7,40.139,16.606
142.8,40.181,20.102
142.46,39.918,13.206
142.39,39.943,9.9643
143.83,39.513,5.1505
141.78,35.536,7.5872
141.76,35.605,7.4267
142.4,38.447,79.855
142.97,38.396,48.299
143.06,38.381,40.166
145.4,43.068,19.168
143.09,42.876,0.008805
143.01,42.819,1.0242
142.18,39.448,21.658
143.36,41.826,106.97
143.4,41.592,92.387
144.2,39.541,-0.001903
144.15,39.6,0.068225
144.33,40.432,0.12154
141.29,38.052,43.944
141.36,38.129,47.427
141.86,37.976,74.696
141.31,36.882,41.58
141.53,42.099,0.36373
141.59,42.161,0.14276
145.22,42.5,81.894
141.85,38.547,70.358
142.01,36.732,38.076
142.02,36.807,39.577
142.52,40.681,25.17
142.48,40.755,27.624
143.57,38.193,6.235
143.53,38.112,5.8833
143.32,42.284,96.795
143.35,42.207,104.5
144.58,42.258,112.75
143.58,39.794,11.955
143.64,39.842,10.848
144.71,42.739,41.484
144.62,42.772,31.298
141.16,39.711,0.16368
141.24,39.691,-1.8481
140.64,35.499,-39.136
142.16,38.741,73.838
142.86,40.672,37.55
142.96,40.639,37.162
142.08,39.861,-3.1567
142.22,39.989,0.21506
141.87,39.718,-8.0617
141.93,39.793,-8.2288
142.65,37.553,39.548
142.84,37.555,29.161
141.45,40.925,3.2254
141.42,40.442,-1.4178
143.82,42.971,2.7917
143.9,42.942,4.9646
140.97,39.726,0.010018
140.51,38.266,0.017593
143.71,40.092,11.307
139.8,36.622,1.219
139.88,36.603,2.1791
140.56,35.511,-56.035
143.37,42.916,0.98934
141.76,34.626,14.326
141.67,34.651,21.965
140.95,35.266,-0.019088
143.91,42.239,117.13
143.95,42.405,89.456
144.05,42.381,96.013
141.99,39.487,8.3424
142.01,39.41,12.998
140.02,36.631,2.4042
140.02,36.557,2.1169
143.58,38.035,3.2386
143.51,37.959,4.2416
143.72,37.96,0.0019931
143.68,38.034,0.33286
141.9,37.357,55.386
144.02,40.563,8.0637
144.11,40.551,4.6808
144.1,40.394,3.2525
140.7,38.792,-0.0033126
140.73,38.717,0.047471
144.85,42.436,93.891
140.86,38.838,-0.54737
140.93,38.907,-1.488
140.9,38.989,-1.3658
145.13,42.024,69.977
142.04,35.061,2.7191
141.99,34.996,4.1806
142,35.136,3.3167
142.85,41.608,90.381
141.48,39.872,-6.4658
141.43,39.811,-5.5554
142.85,41.916,88.608
142.68,41.977,72.007
142.8,41.991,81.012
143.08,40.188,22.594
142.99,40.213,22.948
144.11,40.694,6.5282
142.84,42.775,0.47979
142.92,42.829,0.0063304
141.76,39.571,-11.141
141.7,39.496,-12.87
142.06,39.934,-6.9323
141.34,41.156,3.2497
141.32,40.981,1.9617
141.4,40.991,3.6224
141.28,41.12,1.6006
141.27,41.045,1.2758
144.23,42.96,3.2057
144.39,43.076,-0.69096
143.49,42.054,117.07
143.42,42.095,114.09
141.23,39.361,-11.571
141.16,39.318,-9.135
142.38,41.435,70.202
142.32,41.5,69.236
144.46,43.13,-0.71315
144.41,43.182,-0.19575
144.53,42.665,50.035
144.46,42.623,57.006
144.51,42.547,71.439
143.23,39.716,19.641
143.39,39.817,15.78
141.47,36.056,13.363
142.38,36.433,11.202
141.97,41.838,34.18
141.88,41.862,25.071
141.9,42.006,15.951
141.85,41.941,18.516
143.59,42.333,98.708
143.5,42.298,102.34
143.48,42.444,77.452
143.58,42.405,86.235
144.78,41.734,57.905
143.35,40.386,26.136
143.12,40.364,27.72
145.85,42.002,14.521
145.86,41.916,9.0892
143.74,39.702,7.5963
143.67,39.662,9.4716
141.68,35.504,8.7798
142.31,38.4,81.86
143.19,42.866,0.79445
143.22,42.796,5.3073
144.15,39.737,0.14773
144.2,39.672,0.0026836
144.32,42.148,121.12
142.1,39.39,21.591
142.27,39.426,27.796
142.31,39.35,32.469
144.14,39.468,0.090116
144.05,39.478,0.92023
144.05,39.564,0.92632
144.41,40.483,-0.0015501
144.4,40.559,0.081205
143.74,41.345,63.722
140.72,36.229,-4.6916
141.2,38.069,36.173
142.19,37.877,72.221
145.26,41.46,0.0092025
145.3,41.533,1.4534
145.23,41.578,7.9333
145.11,41.554,10.032
145.07,41.495,5.2741
145.15,41.446,0.46961
142.06,38.218,82.2
141.95,38.219,80.688
141.9,38.138,79.196
141.15,41.082,0.003926
141.18,41.021,0.1221
141.58,36.388,31.744
141.91,36.558,34.407
143.01,36.64,0.0017018
145.28,42.428,82.258
145.28,42.579,73.144
145.42,42.577,68.41
145.54,41.781,11.029
141.94,38.5,76.548
142.01,38.536,78.019
142,38.615,75.601
141.84,36.798,43.251
141.89,36.722,41.28
141.92,36.846,42.935
141.06,39.006,-4.0333
141.02,38.914,-2.4884
140.98,39.046,-2.4724
144.27,40.637,1.7639
144.31,40.569,0.82924
144.17,40.626,4.1889
146.21,41.858,0.00010785
146.25,41.918,0.19607
141.89,34.997,9.2174
142.24,39.686,13.065
142.34,39.729,15.215
142.23,39.89,3.9036
142.17,39.835,2.4432
142.63,40.677,31.009
142.7,40.748,37.931
143.5,38.252,10.363
143.4,38.251,16.288
143.34,38.204,18.653
143.18,42.191,95.728
143.22,42.279,90.856
143.25,42.15,103.52
143.49,41.805,107.08
143.74,41.526,82.114
144.73,42.222,109.15
144.64,42.205,112.04
144.76,42.286,108.27
143.48,39.847,14.151
143.49,39.921,14.396
143.6,39.921,12.307
144.01,40.657,9.893
143.83,40.618,17.93
143.92,40.691,15.882
145.42,42.304,71.519
145.64,42.374,54.63
141.45,35.139,24.528
141.49,35.226,20.225
140.35,37.125,4.2479
140.83,36.578,10.05
140.71,35.552,-30.728
142.7,41.694,85.397
142.81,41.683,90.099
142.35,38.817,70.757
142.07,38.642,76.605
142.07,38.714,73.92
144.41,42.301,111.97
142.79,40.599,32.382
142.16,39.739,5.7752
142.13,40.007,-6.4695
141.96,39.945,-12.486
142.56,37.589,45.716
142.82,37.714,36.386
142.74,37.672,39.22
142.74,37.592,36.698
142.91,37.678,29.515
142.93,37.599,27.039
142.56,37.434,40.458
142.65,37.46,36.765
141.98,40.373,-19.011
143.36,39.577,17.378
143.58,39.72,11.619
143.51,39.681,12.923
145.01,41.383,1.0114
143.86,42.873,9.5024
142.72,37.266,24.002
142.63,37.251,27.791
143.84,42.664,43.602
143.83,42.738,29.084
144.65,43.279,-0.010249
144.58,43.224,-0.20335
142.01,37.631,64.588
142.95,42.346,60.973
144.29,40.782,2.762
141.6,40.026,-12.464
141.65,39.948,-13.782
141.36,36.622,39.746
142.36,41.359,65.868
142.27,41.315,58.312
143.99,40.867,18.904
141.27,38.492,25.48
144.3,42.845,16.646
144.38,42.901,10.732
142.23,38.029,76.56
142.16,37.958,74.851
142.87,39.445,30.57
141.27,37.905,44.435
141.31,37.981,46.342
142.07,38.868,63.927
143.61,39.33,10.836
144.37,41.995,114.39
144.28,42.014,119.65
144.26,42.079,122.07
141.84,34.93,12.355
141.03,35.256,8.1615
142.84,40.885,51.851
146.21,42.035,3.3387
146.31,42.073,2.105
142.81,41.471,85.505
142.79,41.548,87.481
143.09,42.53,42.749
143.3,42.524,55.748
143.23,39.168,25.815
143.12,39.174,30.223
141.55,36.068,14.534
141.36,36.432,27.874
143.29,40.515,31.997
143.29,40.443,29.712
143.13,42.68,17.201
143.14,42.746,9.081
142.24,39.283,34.719
142.13,39.3,28.129
144.15,42.067,124.12
141.57,40.575,-6.3363
141.48,40.61,-2.1151
140.74,36.3,-2.953
142.19,41.602,61.176
141.52,36.6,41.236
141.59,36.543,39.23
145.38,42.434,75.338
145.45,42.379,71.268
145.81,41.737,0.62575
145.74,41.802,4.653
141.68,34.975,22.282
143.5,38.814,15.756
145.88,42.524,37.725
143.74,40.637,23.234
143.67,40.574,23.897
145.05,42.057,79.443
142.64,41.636,84.1
144.26,42.209,119.59
144.29,42.278,114.71
142.83,40.543,31.115
142.83,40.469,28.103
142.67,40.459,20.773
142.77,40.432,23.918
142.1,40.086,-10.577
142.52,37.369,39.447
142.55,37.294,35.168
142.07,40.52,-10.15
142.07,40.425,-13.182
142.1,40.234,-12.773
142.15,40.157,-9.8779
140.79,36.202,-5.1288
142.74,37.056,17.859
142.73,37.128,20.46
140.74,36.852,6.1701
140.84,36.717,13.138
142.5,38.323,75.721
142.49,38.412,76.275
142.76,39.055,48.213
142.95,38.967,43.971
142.86,41.092,64.208
142.47,36.882,23.553
141.33,39.33,-15.368
141.34,39.255,-14.994
141.27,39.216,-12.704
141.18,39.249,-9.8993
141.64,41.634,21.951
143.96,40.134,4.3429
144.04,40.057,2.3933
142.17,35.201,0.13634
142.21,35.131,0.0018975
142.07,35.21,1.7173
142.15,35.065,0.21364
141.17,39.937,1.5779
140.77,38.55,1.2218
140.84,38.599,1.7696
140.69,38.582,0.11413
140.67,38.662,-0.00063369
141.94,42.47,-0.0063303
142.27,37.386,48.989
140.88,36.497,8.1688
139.73,36.064,11.661
139.87,36.051,5.7915
139.78,36.129,7.7012
139.85,36.116,5.6252
142.91,38.735,50.907
142.99,38.671,48.332
145.76,41.877,9.7475
142.82,40.283,21.678
142.31,39.878,9.1349
142.36,39.812,12.865
145.32,43.103,14.287
144.16,39.89,0.12489
144.21,39.814,-0.00018829
143.3,41.691,98.828
143.39,41.671,96.786
143.28,41.765,102.12
143.5,41.725,101.38
141.95,42.324,0.47768
142.05,42.162,10.457
142.06,42.352,1.2039
141.73,37.863,68.831
141.84,37.899,72.984
141.74,42.303,0.020442
141.58,42.018,2.5754
141.74,42.086,4.6448
141.7,42.157,1.4181
141.67,42.009,6.5276
143.1,36.747,-0.00041031
143.1,36.825,0.1232
143.02,36.723,0.13149
140.78,39.069,-0.0041501
140.81,38.999,-0.19369
142.54,39.799,18.324
142.45,39.842,14.63
144.64,42.85,19.909
144.73,42.895,17.225
141.25,39.604,-3.4035
144.77,41.379,9.3944
144.97,41.458,5.8977
142.02,39.636,2.8908
141.92,39.641,-3.7199
142.07,39.715,1.6856
142.02,39.794,-3.1023
142.32,40.143,1.4598
141.93,40.023,-16.174
141.99,40.092,-16.617
144.33,40.708,1.3936
141.61,40.908,2.9157
142.3,41.225,53.971
142.42,41.221,58.99
142.45,41.295,65.332
144.21,40.942,11.235
144.16,41.02,17.049
141.27,38.399,30.592
144.36,42.781,25.945
144.45,42.791,24.567
144.48,42.872,15.194
142.2,38.116,79.639
142.09,38.134,81.213
142.05,37.954,75.58
142.68,39.429,33.089
142.78,39.401,33.7
141.42,37.898,53.478
141.33,37.851,47.837
141.41,37.975,53.032
142.22,38.935,63.402
142.25,38.853,68.281
142.16,38.816,70.239
143.69,39.391,8.8056
143.51,39.33,14.654
143.46,39.401,15.469
144.37,41.921,109.66
141.72,34.785,20.936
141.74,34.916,19.91
141.69,34.843,22.581
141.07,35.17,17.135
142.89,40.955,56.565
142.83,41.015,59.251
146.24,42.23,8.2008
146.11,42.08,8.2964
145.93,42.055,15.041
146.03,42.024,8.3397
145.97,42.191,21.314
145.9,42.137,21.506
142.97,42.418,52.319
143.22,42.643,28.756
143.2,42.564,41.776
141.58,38.676,41.634
143.16,39.293,26.199
143.25,39.246,24.19
143.09,39.255,29.189
141.25,36.456,23.809
143.1,40.499,32.482
143.17,40.549,34.999
143.17,40.432,29.926
141.47,38.943,6.9872
139.98,36.141,0.62436
139.95,36.064,0.1896
139.92,36.179,3.2635
143.03,42.76,4.8447
144,41.624,85.364
143.93,41.598,84.462
143.96,42.094,125.31
143.92,42.01,124.57
144.08,42.118,124.49
141.45,40.852,1.9931
141.17,41.599,-0.00016283
141.16,41.509,0.0024519
142.73,36.627,3.9715
142.84,36.669,2.1607
140.41,38.042,0.01193
140.44,38.128,-0.0021679
140.51,38.175,0.65634
140.58,38.138,3.9504
140.6,38.072,5.6447
145,41.931,70.068
144.94,41.867,65.309
144.97,41.317,0.016644
144.86,41.307,1.1448
141.79,38.108,74.709
141.77,38.023,73.511
142.29,41.642,65.364
142.17,41.776,51.753
141.44,36.492,35.107
141.43,36.571,38.566
141.54,36.472,35.893
141.76,36.453,34.397
141.7,36.378,31.13
141.67,36.56,39.855
141.74,36.525,37.318
141.82,36.66,40.271
141.71,36.648,42.01
141.84,36.586,37.876
145.56,42.491,63.42
145.55,42.41,63.65
145.45,42.504,70.01
145.66,41.671,0.64121
145.76,41.661,0.00035635
145.64,41.757,4.0539
141.58,34.951,28.976
141.5,35.005,30.343
141.51,35.076,26.638
141.85,35.085,9.6778
141.92,35.158,6.3196
142.39,40.974,37.39
142.42,40.91,34.104
143.37,38.913,22.42
143.48,38.892,16.759
145.97,42.466,30.822
143.58,40.595,28.579
143.54,40.679,32.791
144.97,42.001,78.794
145.4,42.132,57.907
141.68,35.758,8.8571
141.31,35.819,6.0791
142.52,41.653,78.45
142.46,41.588,76.88
142.51,41.522,78.323
142.55,41.404,76.115
142.48,41.452,75.789
142.14,38.589,79.941
142.1,38.519,80.915
142.24,38.456,82.606
142.15,38.447,82.71
141.85,38.629,67.326
141.92,38.661,68.957
144.22,42.328,108.48
144.13,42.191,121.61
144.49,42.42,97.428
144.44,42.497,82.685
144.4,42.373,105.32
144.3,42.509,78.992
144.23,42.448,90.392
144.28,42.39,101.77
142.99,40.505,31.893
142.93,40.56,33.763
142.93,40.44,29.236
142.6,40.389,16.281
142.65,40.315,16.548
142.76,40.337,21.217
142.85,37.476,26.325
142.16,40.389,-9.0231
142.17,40.575,-2.0396
142.25,40.275,-4.2719
142.24,40.184,-4.2579
142.16,40.301,-9.3386
141.61,41.069,10.293
141.53,41.035,6.504
141.53,40.954,4.5041
142.44,42.645,0.0060125
142.53,42.305,25.655
142.41,42.281,19.426
142.25,42.588,-0.00095951
142.38,42.509,3.1203
142.36,42.58,0.56047
142.27,42.45,2.7527
140.6,36.784,2.0317
140.57,36.827,1.7307
140.7,36.789,5.2883
144.58,41.012,0.013192
145.21,42.865,38.656
144.57,42.898,13.132
144.82,42.789,36.344
144.82,42.866,24.781
143.56,40.841,38.584
143.64,40.914,39.374
141.35,38.363,41.635
141.52,36.933,45.029
141.49,36.846,45.199
143.28,37.785,11.548
141.43,39.95,-4.0406
141.49,40.029,-5.9428
142.62,41.193,64.234
142.7,41.14,63.031
141.84,34.689,11.561
141.94,34.664,4.9447
140.35,36.193,-7.2329
141.24,40.647,0.74377
141.32,40.663,0.67984
141.69,35.069,19.611
141.77,35.122,13.96
144.71,41.205,0.88004
142.64,38.674,66.238
142.64,38.594,67.471
142.03,42.474,0.019285
142.17,42.465,0.70664
142.08,42.426,0.39802
143.87,39.586,4.155
143.83,39.671,5.0037
141.44,38.118,54.807
144.74,41.597,36.588
144.69,41.531,29.117
142.1,37.757,69.078
142.01,37.712,67.581
143.29,37.35,2.0029
141.85,40.248,-21.192
141.85,40.174,-21.018
141.24,36.767,39.036
141.2,36.546,28.069
141.25,36.618,34.395
141.07,36.559,21.073
141.68,40.779,-2.0011
144.02,41.111,30.689
144.05,41.03,24.657
140.73,38.084,10.349
140.78,38.037,12.669
142.66,39.505,30.483
143.71,39.524,8.4866
143.65,39.462,9.6757
143.44,42.626,41.4
143.41,42.555,54.072
142.52,39.724,20.42
