lon,lat,ds_sd
132.05,32.421,39.266
131.9,32.439,14.43
131.48,31.444,-31.328
131.42,31.408,-29.745
133.41,33.267,59.581
133.45,33.323,59.006
136.64,34.572,23.294
136.73,34.555,19.885
136.4,34.371,36.941
136.49,34.339,34.729
136.49,34.262,35.388
136.32,34.322,38.508
136.33,34.232,38.589
137.86,35.066,20.02
137.95,34.939,24.291
137.98,34.821,24.638
137.88,34.782,14.291
131.45,30.944,-53.02
131.36,30.916,-45.504
131.36,31.094,-44.176
131.32,31.042,-41.288
133.47,33.454,55.484
133.26,33.465,53.389
136.73,34.872,15.53
136.79,34.944,12.588
134.58,33.701,21.472
134.52,33.756,20.043
131.83,32.095,15.513
131.71,32.1,4.3266
131.73,32.188,5.8838
137.43,34.814,-12.178
133.23,33.239,63.101
133.16,33.193,64.614
133.11,33.212,64.691
133.21,33.299,61.964
138.32,35.054,41.046
138.31,35.123,41.487
138.26,34.987,41.452
138.17,34.979,44.02
136.87,34.955,5.6076
136.9,34.892,5.3775
133.18,33.481,49.338
133.17,33.57,44.328
133.08,33.434,50.021
133.89,33.639,45.329
133.97,33.583,52.926
137.32,34.916,-13.207
137.34,34.848,-12.138
137.23,34.932,-10.753
137.15,34.887,-6.6334
131.5,30.882,-50.005
137.51,34.856,-11.793
137.62,34.759,-6.082
137.71,34.737,-0.26798
137.6,34.833,-6.9607
137.8,34.795,6.8245
134.8,33.816,5.6559
134.09,33.959,13.733
134.21,33.853,24.611
134.04,33.835,27.694
134.02,33.903,19.666
134.14,33.808,31.066
131.99,32.35,33.923
137.1,34.66,8.3771
132.74,33.375,20.26
132.74,33.295,29.703
136.9,34.742,8.3028
137.49,34.928,-12.776
134.56,33.978,-0.45496
134.5,33.903,7.9817
133.09,33.579,40.063
137.22,34.637,5.329
137.28,34.706,-3.4567
138.21,35.123,51.201
131.51,30.63,-19.608
136.17,33.812,42.176
136.08,33.814,39.962
137.56,34.974,-10.549
134.7,33.683,15.801
134.31,33.735,33.667
134.28,33.816,27.289
131.33,30.666,-21.501
131.41,30.603,-0.052868
133.4,33.388,58.104
133.29,33.387,57.612
132.38,33.013,47.078
132.41,33.077,44.549
137.08,34.752,2.6601
136.99,34.785,3.3784
133.82,33.8,28.271
134.25,33.687,41.294
134.16,33.723,38.237
134.4,33.701,30.689
134.36,33.834,21.144
134.44,33.758,25.446
132.1,32.682,23.087
132.03,32.65,12.753
137.85,34.925,13.838
137.79,34.867,6.9737
136.84,34.812,8.6925
136.76,34.803,13.921
137.07,34.913,-4.3778
136.99,34.877,1.2418
132.17,32.536,45.733
135.03,33.529,15.986
137.81,34.996,13.334
137.73,35.008,4.705
137.68,34.883,-1.4102
137.66,34.952,-1.7826
136.78,34.627,16.175
136.88,34.643,13.02
135.02,33.606,13.768
136.95,34.452,22.853
136.88,34.409,24.332
131.76,32.053,7.9741
136.74,34.47,22.457
136.79,34.418,23.907
133.03,33.502,42.639
135.09,33.818,5.7394
135.15,33.752,9.6292
132.18,32.619,41.141
134.91,33.62,12.146
133.46,33.543,51.806
133.36,33.554,49.024
134.98,33.797,4.5122
134.92,33.859,2.0946
131.32,30.826,-40.138
131.79,32.185,13.292
131.85,32.229,18.077
131.67,31.706,-15.17
131.68,31.927,-1.363
131.76,31.967,6.3374
131.72,31.836,-4.3292
131.64,31.796,-10.442
131.83,32.313,14.654
131.91,32.358,20.509
134.18,33.936,15.786
134.23,33.992,8.8317
137.06,34.575,16.202
136.96,34.562,18.05
131.59,31.667,-20.663
131.46,30.793,-40.809
131.37,30.765,-36.277
134.89,33.702,9.0221
134.78,33.721,9.5585
132.28,32.781,47.633
132.28,32.682,52.317
138.16,35.253,46.565
138.15,35.184,50.798
132.96,33.119,69.021
133,33.183,66.162
131.63,31.531,-28.981
131.58,31.579,-25.438
134.08,33.61,49.934
134.08,33.691,43.314
132.96,33.331,51.162
132.94,33.504,33.945
133.91,33.745,36.872
133.99,33.769,35.071
138.03,35.077,42.97
137.95,35.034,29.774
131.99,32.567,12.645
133.06,33.349,54.836
133.14,33.292,61.676
137.26,34.795,-7.4651
137.16,34.818,-4.8746
132.82,33.228,48.586
132.93,33.244,57.215
132.07,32.486,35.81
131.99,32.496,19.13
132.81,33.429,20.4
132.89,33.417,35.16
138.31,35.498,3.2525
138.35,35.564,0.010866
131.73,32.369,1.46
131.65,32.345,-0.94828
131.37,31.727,-7.5099
131.5,31.695,-15.818
131.48,31.991,-3.6761
131.6,31.959,-4.2155
131.23,31.469,-6.7079
131.36,31.436,-24.495
131.2,31.384,-8.9636
131.31,31.357,-25.857
131.23,31.329,-17.705
133.32,33.782,29.39
133.95,33.999,7.9954
131.36,31.497,-20.062
131.29,31.514,-10.628
133.35,33.851,23.797
132.95,34.112,5.5388
131.97,33.01,0.57089
133.1,34.156,3.6064
133.28,33.91,18.024
133.18,33.889,20.609
131.44,31.568,-20.473
131.43,31.631,-16.632
131.3,31.603,-7.4075
131.36,31.648,-10.001
133.45,33.863,21.141
133.32,33.983,11.913
133.01,34.153,3.7913
135.85,33.944,21.182
132.95,33.663,23.891
131.91,32.871,0.11708
131.95,32.811,2.1042
136.96,35.41,-10.004
135.81,34.135,7.3803
135.87,34.027,18.046
135.97,34.045,23.491
132.11,32.964,16.015
131.98,32.946,1.8407
132.04,32.834,9.1764
132.05,32.927,8.1872
135.69,34.033,9.4047
135.79,34.072,10.098
132.86,34.145,3.7978
132.82,34.255,0.48692
132.71,34.241,0.033609
133.08,34.017,10.385
133.09,33.936,14.686
134.39,34.347,-7.4721
133.05,33.652,33.475
132.89,33.592,23.607
132.64,33.424,7.35
132.97,34.212,2.5235
132.88,34.209,2.4424
133.23,33.769,30.456
133.17,33.816,25.271
131.24,30.825,-32.575
131.1,30.851,-12.349
134.85,34.196,-7.4191
134.81,34.267,-7.533
134.94,34.18,-4.3331
133.1,33.711,31.057
133.19,33.706,34.656
133.08,33.781,26.395
134.24,34.306,-6.7423
134.33,34.292,-7.6042
134.86,34.041,-5.1337
135.06,34.084,-0.6301
134.98,34.107,-2.9266
134.95,34.045,-3.104
134.99,33.97,-0.97553
131.24,30.916,-35.112
131.16,30.64,-0.022374
131.24,30.672,-16.668
132.75,33.52,8.9615
132.78,33.597,8.6729
134.53,34.102,-7.666
134.37,34.09,-4.3429
134.32,34.143,-5.4218
133.54,34.206,-0.96296
134.05,34.018,8.0748
133.91,34.044,2.9718
135.2,33.934,4.0387
135.13,33.903,3.4493
131.09,30.697,-7.5122
131.13,30.783,-14.307
131.21,30.771,-23.412
132.64,33.505,3.2968
135.09,34.02,0.62695
135.17,34.005,2.012
135.07,33.967,0.93644
133.59,33.941,12.663
133.49,33.934,14.609
133.44,33.994,9.9443
133.64,34.022,7.3165
136.87,35.427,-10.646
133.95,34.109,-0.75782
132.81,33.883,8.4822
137.06,35.045,-8.263
134.46,34.136,-7.7288
133.93,34.235,-4.6032
133.89,34.179,-3.2033
132.97,34.054,7.5519
133.45,34.135,1.6667
133.49,34.071,4.6592
133.63,34.178,-0.061271
133.6,34.091,3.5412
136.81,35.484,-8.155
136.11,35.304,5.1659
136.15,35.268,8.4868
134.67,34.341,-7.5707
133,33.812,19.511
133,33.894,15.878
134.56,34.356,-7.4304
134.49,34.326,-8.8814
134.18,34.078,2.3476
134.23,34.144,-2.959
132.45,33.674,-4.3486
132.49,33.751,-3.4696
132.42,33.813,-1.8346
135.67,33.975,13.065
135.75,33.931,19.387
137.82,35.147,18.396
136.11,34.77,24.131
137,35.242,-14.642
136.91,35.282,-13.942
134.36,34.223,-7.5569
134.45,34.21,-8.7617
134.52,34.259,-9.9214
132.68,34.174,1.4878
137.32,35.251,-17.875
132.74,33.745,2.8352
132.63,33.67,-2.3526
132.72,33.667,2.1099
136.81,35.279,-10.447
132.09,33.225,4.5309
131.11,31.103,-14.033
131.24,31.078,-32.427
134.09,34.08,3.0229
134.18,34.237,-5.7441
134.04,34.126,-1.0786
132.55,33.553,-2.2005
132.56,33.627,-3.6697
132.37,33.656,-3.5322
132.25,33.753,-2.3655
136.55,34.831,26.69
136.59,34.748,24.687
132.59,33.747,-2.115
132.46,33.894,-0.0035009
132.42,34.067,-0.13432
132.35,34,-0.51215
132.36,33.936,-0.58072
132.57,34.16,0.69215
132.53,34.075,1.9784
132.26,33.578,-2.211
132.22,33.51,-0.93769
135.72,33.874,22.37
135.62,33.847,22.078
137.41,35.255,-16.073
137.74,35.297,7.3114
137.88,35.362,13.83
137.82,35.292,15.1
136.14,34.733,27.869
136.83,35.228,-8.799
136.99,35.352,-12.598
137.08,35.338,-13.179
136.92,35.331,-13.639
137.09,35.276,-15.482
132.31,33.813,-2.0314
132.27,33.886,-1.3343
136.84,35.385,-11.654
132.23,33.628,-2.4372
132.29,33.688,-2.9672
136.66,35.59,-3.7485
136.22,34.745,32.342
131.45,31.753,-10.883
134.71,34.284,-9.2893
134.62,34.232,-11.084
136.45,35.713,-1.4732
136.15,34.903,20.894
136.16,34.844,25.045
136.44,35.002,32.527
136.64,35.333,0.031132
136.58,35.394,0.14562
136.74,35.333,-7.9576
135.59,33.936,14.175
135.56,33.865,18.195
131.21,31.256,-20.23
131.26,31.199,-28.481
131.14,31.223,-14.353
131.51,32.116,-2.5576
131.63,32.084,-0.97165
136.22,34.852,31.166
136.25,34.789,33.212
131.53,32.041,-3.2775
131.59,32.025,-3.1674
131.15,31.156,-17.625
131.22,31.144,-27.314
132.89,34.011,9.0192
132.9,33.932,10.764
137.26,35.288,-16.043
137.18,35.265,-17.441
135.51,33.955,9.2624
135.43,33.915,9.8554
135.46,33.83,16.629
135.41,33.861,12.586
134.09,34.255,-5.663
134.03,34.201,-4.0056
136.15,35.038,15.442
132.17,33.388,2.0057
135.35,33.95,6.0572
135.3,33.846,10.118
135.27,33.909,7.017
136.95,35.207,-12.944
137,35.166,-11.49
136.28,34.924,32.744
132.34,33.591,-2.4871
136.17,35.385,7.0443
136.19,35.323,10.241
132.72,33.91,5.8977
137.14,35.072,-12.9
136.24,35.16,22.853
136.24,34.998,28.549
136.17,34.985,20.821
131.59,32.144,-2.086
136.44,34.574,33.663
136.75,35.39,-9.1662
136.14,35.181,10.591
136.17,35.132,15.527
136.54,35.672,-1.826
136.56,35.633,-2.2903
132.64,33.794,0.6893
132.64,33.862,2.4094
131.1,30.941,-13.044
136.63,35.216,9.039
136.59,35.278,6.9934
131.43,31.87,-5.3464
131.48,31.811,-8.8912
131.49,31.927,-5.0464
132.37,33.539,-1.2541
132.46,33.515,-0.13594
132.23,33.465,-0.027605
132.58,33.999,3.8859
132.7,33.995,6.1122
132.55,33.912,2.6597
137.85,35.217,22.875
137.95,35.218,37.131
136.44,35.156,26.11
136.55,35.151,19.032
136.36,34.784,35.697
136.37,34.716,35.51
136.31,34.494,37.997
136.43,35.474,5.627
136.49,35.401,7.0187
131.56,31.838,-8.4823
131.55,31.91,-6.3998
133.15,34.078,6.5194
132.46,33.436,3.0989
132.36,33.421,4.7378
132.3,33.482,0.97999
134.8,34.118,-8.0374
136.21,34.475,36.694
136.11,35.48,3.3432
137.44,35.206,-16.941
137.23,35.031,-13.756
137.29,35.195,-18.996
138.09,35.314,41.04
136.17,35.446,5.7032
137.51,35.051,-13.36
137.35,35.157,-18.882
136.23,34.369,37.242
138.04,35.443,15.016
138.17,35.377,31.415
134.7,34.096,-9.0859
134.63,34.149,-10.633
136.62,35.452,-3.4255
136.59,35.52,-3.3501
136.7,35.447,-7.2617
136.36,35.634,-1.4488
136.36,35.702,-1.8093
137.68,35.093,3.476
136.73,34.99,15.021
136.71,35.064,13.077
136.33,34.577,37.127
132.54,33.321,16.447
132.55,33.394,9.7381
132.24,33.169,23.55
136.73,35.499,-7.1301
136.67,35.548,-4.6929
137.12,35.145,-14.787
137.19,35.193,-17.776
136.25,35.585,1.8642
136.28,35.727,-1.5708
137.61,35.248,-2.1539
137.73,35.161,7.9853
137.69,35.237,4.6004
136.1,34.536,26.696
136.4,35.229,22.538
136.43,35.345,12.767
136.47,35.284,15.592
136.29,35.234,21.093
136.33,35.363,13.413
136.26,35.307,15.91
137.41,35.037,-16.376
137.33,35.078,-17.726
136.54,35.011,25.512
136.59,35.085,20.577
137.97,35.368,23.45
138,35.299,34.709
136.49,35.536,0.25596
136.47,35.607,-1.2769
132.34,33.161,33.678
132.42,33.22,29.577
132.42,33.289,22.32
132.17,33.248,9.9582
132.21,33.33,6.1137
132.32,33.346,9.6342
136.25,35.487,5.7442
136.33,35.448,9.7517
136.15,34.236,33.827
136.13,34.329,32.541
135.91,34.199,11.525
135.99,34.154,21.736
136.08,34.164,30.906
131.21,30.996,-30.122
131.14,31.009,-18.503
137.59,35.157,-5.1528
137.53,35.141,-11.944
136.43,34.847,34.905
136.38,34.925,35.287
136.12,35.374,5.0309
136.09,35.422,3.3238
132.77,34.125,4.6664
132.77,34.048,6.4252
133.8,34.064,2.2138
133.74,34.008,7.2161
131.87,32.706,-1.6867
131.95,32.73,1.8959
131.89,32.605,-0.012127
131.81,32.58,-1.2182
133.73,34.215,-2.2212
133.79,34.163,-1.5617
132.13,33.065,14.864
132.21,33.078,25.464
131.59,32.222,-1.7684
131.66,32.25,-0.1431
131.74,32.46,-0.44213
131.82,32.485,1.8431
133.33,34.137,1.67
133.26,34.062,6.2754
136.97,35.107,-7.8423
136.9,35.076,-2.0242
136.63,34.884,22.013
136.62,34.96,21.919
138.15,35.438,21.724
138.21,35.498,10.819
136,34.49,18.556
136.19,35.711,-1.219
136.08,34.623,23.666
136.15,34.669,28.68
135.9,34.264,8.6545
132.02,33.094,1.396
132.08,33.132,5.8464
132.92,33.753,18.007
132.82,33.786,8.9374
136.79,35.114,3.3823
136.75,35.201,-0.44019
136.29,35.079,28.933
136.39,35.081,30.974
136.08,35.54,1.5209
136.13,35.663,-0.47598
136.14,35.604,0.34023
136.23,34.681,33.082
136.28,34.657,35.819
136.55,34.675,26.024
136.46,34.664,31.909
135.93,34.351,9.6785
136.02,34.389,19.645
132.1,33.81,-0.01456
138.16,35.556,1.7681
138.07,35.558,0.03084
138.23,35.604,0.012677
138.31,35.612,-0.013532
131.12,31.394,-0.82069
131.05,31.357,-0.028101
131.18,31.519,-0.8726
131.11,31.482,-0.0093022
138.01,35.505,3.0693
137.92,35.512,0.046754
131.24,31.731,-0.022763
132.15,33.751,-0.32649
131.3,31.768,-0.99164
131.66,32.522,-0.35386
131.5,32.286,-0.22392
131.43,32.249,-0.028936
131.79,32.771,-0.46693
131.72,32.734,-0.034097
131.96,33.152,-0.16403
131.89,33.117,-0.030862
131.24,31.644,-0.96414
131.18,31.605,-0.020039
135.82,34.798,-0.0013836
130.94,30.689,-0.010973
130.87,30.743,0.019318
131.02,30.726,-5.5265
131.73,32.644,-0.40251
131.66,32.609,-0.034164
131.03,30.817,-6.9747
130.89,30.833,-0.039241
132.65,34.301,-1.7108
136.02,35.548,0.40795
131,30.875,-4.7902
130.93,30.883,-0.77838
134.55,34.425,-5.5648
135.91,35.549,-0.0041705
132.53,34.438,-0.016331
134.63,34.458,-3.5655
134.72,34.552,-0.018834
131.04,30.959,-5.7205
130.91,30.974,-0.014981
130.98,31.012,-0.7196
136.99,35.451,-6.3687
132.53,34.302,-2.2736
134.1,34.623,-0.0093991
137.08,35.449,-4.9802
137.07,35.562,-0.038583
137.13,35.393,-8.7795
134.64,34.538,-0.90483
134.05,34.566,-0.34609
135.04,34.333,-0.010787
137.27,35.46,-1.6951
137.23,35.395,-7.5593
132.71,34.352,-1.2764
132.49,34.228,-1.8986
134.7,34.401,-5.0153
133.96,34.572,-0.015387
137.22,35.515,-0.024314
137.12,35.507,-0.67006
134.88,34.308,-4.1776
134.97,34.397,-0.0025435
132.37,34.37,-0.0088633
132.47,34.371,-0.88106
137.29,35.339,-12.316
137.38,35.473,-0.033684
132.63,34.461,-0.0067959
132.71,34.427,-0.59225
134.78,34.415,-2.4678
134.86,34.363,-2.6106
134.78,34.486,-0.58364
134.96,34.247,-3.2192
135.04,34.256,-0.71161
133.65,34.456,-0.0097241
134.86,34.483,-0.013372
134.91,34.408,-0.53387
137.86,35.445,3.4163
133.91,34.493,-0.85155
135.87,34.726,0.69044
135.97,34.719,8.3184
135.8,34.65,0.014155
134.11,34.51,-1.9903
136.03,34.781,13.955
135.98,34.64,10.142
134.21,34.389,-5.9828
134.19,34.536,-1.1964
136.21,35.871,-0.009552
133.72,34.3,-3.067
133.79,34.345,-3.1449
133.9,34.314,-5.0013
133.46,34.441,-0.0085144
136.06,35.836,-0.0045121
136.17,35.781,-0.81364
136.14,35.745,-0.95385
136.14,35.827,-0.24953
135.93,35.619,0.010126
135.31,34.153,0.0095525
132.82,34.318,-0.32614
132.81,34.475,-0.0080472
134.18,34.602,-0.29461
134.25,34.636,-0.010471
136.04,35.667,-0.35749
135.99,35.616,-0.0015776
136.05,35.725,-0.43073
136.01,35.769,-0.070291
135.91,35.68,0.004823
135.94,35.754,0.00094537
137.46,35.303,-11.134
137.57,35.308,-4.2557
137.63,35.359,-0.93479
137.56,35.453,-0.02614
137.62,35.427,-0.25698
137.77,35.437,1.1757
137.72,35.359,2.9268
137.72,35.482,0.0081784
133.03,34.255,1.2821
134.46,34.473,-3.9258
134.38,34.425,-5.8091
132.21,34.188,-0.023878
132.89,34.352,-0.24033
133,34.315,0.30262
135.12,34.194,-0.095637
135.19,34.203,-0.0048555
134.28,34.453,-4.3434
134.27,34.521,-2.1805
135.12,34.118,0.09568
137.4,35.35,-8.7649
137.45,35.421,-2.4007
132.38,34.13,-1.2774
132.97,34.482,-0.0012887
132.88,34.434,-0.071275
132.39,34.206,-1.7003
132.29,34.309,-0.016573
132.3,34.241,-0.32033
134.32,34.587,-0.40294
133.04,34.448,-0.055401
133.06,34.363,-0.19615
134.47,34.564,-1.0155
134.4,34.616,-0.018866
134.57,34.597,-0.019866
135.26,34.148,0.136
133.21,34.439,-0.20222
133.13,34.486,-0.0017744
133.17,34.362,-0.68187
135.34,34.027,2.6554
133.81,34.502,-0.016082
133.75,34.431,-0.79654
133.96,34.354,-4.9682
133.97,34.427,-3.5993
134.06,34.33,-5.8799
134.12,34.394,-5.391
134.08,34.45,-3.7926
133.38,34.412,-0.39703
133.3,34.459,-0.0052742
133.35,34.343,-1.1897
133.31,34.211,-0.31311
135.86,34.883,-0.023858
132.04,33.515,-0.021625
132.16,33.489,-0.69899
135.97,35.507,-0.039293
133.12,34.216,1.6997
136.27,35.771,-1.1818
131.58,32.491,-0.033877
132.11,33.545,-0.62312
135.62,34.079,3.544
136.9,35.648,-0.025037
136.06,35.127,2.801
136,35.17,0.034276
135.74,34.175,1.4162
135.78,34.254,1.1872
131.45,32.157,-0.83856
136.45,35.787,-0.50187
136.53,35.816,-0.0027491
133.51,34.278,-2.047
133.6,34.334,-2.0816
133.4,34.28,-1.6787
133.56,34.404,-0.66166
135.52,34.039,4.7079
135.49,34.159,-0.00076131
136.3,35.825,-0.47331
136.38,35.853,-0.015437
135.87,34.602,2.5904
135.79,34.497,0.01801
135.87,34.54,3.1508
132.26,34.123,-0.76946
136.98,35.525,-3.0618
136.89,35.541,-3.3447
136.87,35.598,-1.3053
136.74,35.601,-1.7073
136.81,35.697,0.0096063
136.73,35.674,-0.59055
135.38,34.081,0.94038
135.45,34.088,1.1395
131.36,31.896,-0.73938
131.3,31.857,-0.026774
131.58,32.405,-0.4253
131.5,32.374,-0.022551
131.34,31.988,0.00035787
131.37,32.075,-0.03093
131.42,32.07,-0.91913
131.84,32.899,-0.20537
131.78,32.862,-0.030351
132.02,33.278,0.45092
131.95,33.244,-0.020966
131.83,32.991,-0.026618
131.9,33.026,-0.2179
132,33.371,-0.010414
132.06,33.42,-0.11712
132.12,33.408,0.20528
132.16,34.031,-0.019493
132.24,34.051,-0.76245
132.09,33.674,-0.026947
132.14,33.615,-0.8542
135.6,34.136,0.57893
135.64,34.17,0.018299
136.04,35.261,0.47769
135.99,35.305,-0.0051718
135.83,34.409,0.36958
135.75,34.34,-0.00066783
132.17,33.884,-0.27255
132.13,33.942,-0.013716
131,31.227,-0.032321
131.07,31.265,-2.0411
131.03,31.133,-1.6298
130.97,31.095,-0.040437
135.97,35.439,0.005062
136.03,35.396,0.56906
136.07,35.041,4.0452
135.99,35.005,0.045178
135.2,34.063,1.1493
135.27,34.084,0.99542
136.06,34.867,11.691
135.98,34.917,0.87702
136.63,35.701,-0.40511
136.62,35.771,-0.004493
133.21,34.236,-0.39833
133.24,34.313,-1.0385
142.04,34.212,0.0013666
139.96,37.122,0.0032682
141.88,34.426,3.1274
142.08,34.338,-0.0057178
142.04,34.407,0.038717
142.13,34.611,0.0060386
141.95,34.39,0.89209
146.63,42.278,-3.9852
139.54,35.846,0.00037599
139.49,35.894,-0.047258
142.35,35.667,0.0011845
139.94,37.045,0.098092
139.87,37.013,0.0042236
142.09,34.467,0.010625
142.06,34.546,0.34024
139.52,36.278,0.0056706
142.03,34.286,0.017295
141.95,34.314,0.3462
142.25,35.27,0.00088662
139.81,35.826,42.811
139.79,36.897,0.00962
139.86,36.934,0.10692
142.31,38.323,81.589
142.45,38.064,71.169
141.71,37.779,66.735
140.11,36.817,2.2556
142.5,37.898,61.454
145.47,43.111,18.012
145.61,43.234,15.602
139.65,36.661,0.0060139
142.53,36.37,3.7638
145.04,43.271,0.23603
139.49,36.135,0.021423
145.2,43.479,0.0016982
142.4,35.797,0.0029797
142.33,35.735,0.11537
141.87,34.509,5.1419
145.33,43.161,11.63
145.43,43.168,13.58
145.78,43.471,-12.262
146.55,42.329,-4.2495
142.82,36.399,0.00084836
142.23,38.269,82.176
142.13,38.285,83.018
142.09,38.369,82.927
141.99,38.368,80.96
141.51,37.865,59.123
141.8,37.727,66.704
146,42.322,25.289
145.94,42.39,31.226
141.18,39.113,-8.7074
141.45,42.086,0.0046004
142.63,36.486,3.5863
142.63,36.399,2.322
144.85,43.342,-0.0080216
142.47,36.433,7.1677
142.53,36.511,7.6088
139.62,36.175,4.4379
139.54,36.198,0.41021
139.65,36.086,8.4041
145.26,43.373,1.1226
145.3,43.525,-0.0051049
145.37,43.396,0.91199
139.92,36.785,1.8349
141.44,34.867,40.26
141.95,34.568,3.4134
146.1,43.177,39.368
145.9,43.103,30.642
145.82,43.22,25.936
145.8,43.284,21.479
146.01,43.295,45.124
146.41,42.745,-0.40887
144.06,38.878,-0.0012836
145.7,43.522,-21.4
146.37,42.445,2.0833
146.58,42.406,-7.6089
146.5,42.029,-0.0014482
141.11,38.643,7.8557
143.23,38.223,25.485
143.37,38.341,18.889
143.44,38.397,15.398
143.2,38.297,28.677
142.59,39.018,53.099
142.66,38.952,54.713
143.46,41.223,65.869
143.43,41.148,62.174
143.39,37.656,3.7347
141.96,37.177,48.632
143.43,39.982,16.399
143.46,40.061,16.648
143.6,40.125,14.328
143.55,40.061,14.5
139.96,36.861,1.5738
139.93,36.915,0.8262
142.16,35.985,6.0773
139.74,35.863,40.199
139.72,35.933,27.876
146.17,42.362,13.883
146.09,42.31,17.289
143.06,42.165,88.024
141.15,39.035,-6.679
142.51,42.127,43.332
145.79,43.09,28.532
139.74,36.561,0.94149
140.44,36.897,1.3008
140.52,36.88,1.1987
142.34,36.91,29.811
142.26,36.911,33.666
141.02,38.387,15.587
145.41,43.458,-0.3343
145.38,43.521,-0.11061
142.19,35.001,0.0050293
141.61,41.827,13.118
139.7,36.707,0.086423
139.78,36.693,0.72871
145.31,43.267,5.3255
145.24,43.307,2.5908
143.92,38.928,1.0966
143.89,38.85,1.1943
146.35,42.352,3.507
146.6,42.206,-1.5851
146.51,42.162,-0.29097
139.6,36.012,10.852
139.48,35.984,0.077676
139.52,36.039,1.4208
141.77,34.541,11.309
145.49,43.231,11.461
145.46,43.348,3.3556
145.57,43.387,2.1462
145.43,43.284,6.2934
144.46,40.613,-0.0019053
142.22,36.986,36.953
145.78,43.412,2.0449
145.69,43.292,14.005
145.67,43.365,6.5416
144.13,39.142,0.00090783
140.09,35.791,-36.794
142.92,37.929,37.279
142.91,37.843,35.581
142.4,38.28,78.841
142.25,41.163,46.355
142.13,41.059,31.578
143.18,38.159,26.928
143.53,38.342,10.267
143.61,38.38,6.4376
143.1,38.306,36.485
143.27,38.367,26.535
143.08,40.106,21.772
143.15,39.991,20.562
143.25,39.949,19.06
143.26,39.521,20.425
143.26,39.422,21.393
143.16,40.074,21.002
142.49,39.019,55.649
142.56,39.256,41.659
142.57,39.181,44.56
142.46,39.271,40.299
142.75,38.817,55.672
142.76,38.98,50.364
142.84,38.939,49.298
145.75,42.413,46.283
145.83,42.368,38.009
143.3,41.532,88.181
142.95,41.236,74.369
143.01,41.167,69.882
142.97,41.098,65.876
143.32,41.446,82.535
143.43,41.43,78.817
143.26,41.373,79.204
143.16,41.228,72.498
142.84,41.24,73.64
142.98,40.959,58.225
143.05,40.894,54.852
142.89,40.817,47.923
143.01,40.823,50.038
143.02,41.025,61.636
143.11,41.158,69.179
143.07,40.757,45.245
143.45,41.351,73.414
143.62,41.384,71.313
143.54,41.334,69.425
143.54,41.254,65.074
142.34,39.553,23.102
141.21,38.966,-4.9861
143.23,40.671,40.448
143.19,40.753,44.497
142.92,39.853,21.838
143.03,39.883,21.398
143,40.04,21.373
143.05,39.965,21.189
142.39,36.987,29.893
140.91,35.591,-12.067
143.58,37.596,0.0046002
143.67,37.823,0.0038194
143.76,38.107,0.0047663
142.14,35.686,1.9327
142.22,35.749,1.6319
142.19,35.819,2.5924
146.07,41.796,0.0051556
141.54,34.867,32.192
144.34,40.358,0.0020544
142.35,39.476,26.64
142.42,39.334,36.352
142.44,38.871,65.59
142.42,38.953,61.234
143.68,42.189,116.63
143.18,41.763,101.14
142.54,42.044,51.166
142.46,41.996,50.52
142.65,41.764,81.943
142.54,36.053,0.005147
144.27,42.582,63.602
143.35,40.644,36.825
143.61,40.989,44.306
143.42,40.704,38.083
143.38,40.792,42.907
143.45,40.859,44.234
143.26,40.815,47.624
143.22,40.903,53.214
143.51,41.096,55.067
143.51,41.012,50.54
143.58,40.208,16.242
143.35,39.375,19.371
143.33,39.282,20.398
143.33,39.997,18.475
143.13,40.927,56.861
143.11,41.012,61.042
143.27,41.065,61.58
143.16,41.076,64.058
142.75,42.781,0.00073096
140.11,36.959,1.9789
140.06,37.016,1.183
140.06,36.877,2.1218
139.98,36.989,0.63513
141.79,40.281,-19.912
141.72,40.396,-16.426
142.24,39.589,17.364
139.68,35.826,57.119
139.61,35.872,26.193
139.64,35.938,21.256
141.7,40.475,-14.632
141.59,40.497,-8.5709
142.12,40.886,13.14
141.57,41.322,18.283
143.93,39.162,1.8075
143.73,39.097,6.929
143.62,39.106,11.375
141.52,41.484,17.004
142.42,42.122,35.652
145.62,43.026,27.302
141.32,41.813,0.41181
141.42,41.8,4.067
141.31,41.88,0.0052718
141.36,41.961,-0.0074196
141.43,41.994,0.3315
143.91,38.5,0.003057
144.29,40.219,0.0011651
144.26,40.297,0.13649
142.11,35.54,1.4809
142.16,35.469,0.96791
142.26,35.466,0.072993
142.29,35.6,0.075458
142.32,35.531,-8.8078e-05
142.18,35.606,1.1135
142.29,35.4,0.00091158
142.22,35.338,0.11604
139.6,36.534,0.008827
139.66,36.585,0.10202
144.7,41.669,51.9
142.38,36.845,26.314
141,38.307,17.502
142.18,34.865,0.0071387
142.38,42.041,39.765
142.27,42.017,35.985
139.78,36.82,0.14995
139.7,36.782,0.0055253
139.83,36.765,0.81337
139.95,36.658,2.5037
140.06,36.751,2.4712
139.97,36.735,2.4496
145.54,42.972,29.949
141.16,41.206,0.0067608
145.18,43.199,5.7776
145.15,43.262,2.6217
145.28,43.207,7.4143
144.2,42.839,16.647
146.34,42.868,7.3719
143.95,39.077,1.2063
143.98,38.818,0.10584
144.01,38.754,0.0032722
144.02,38.941,0.077134
146.44,42.299,0.0022368
