latitude,longitude,depth,ew,ns,ew_error,ns_error,ew_normal,ns_normal,ud_normal
37.03338,142.2,-25.8275,0.444986,-0.14759,0.039788,0.044138,-0.19142,0.090288,0.977346
37.03338,142.567,-20.0076,0.354761,-0.11381,0.052971,0.058164,-0.16124,0.085732,0.983185
37.03338,142.933,-15.1704,0.228687,-0.07252,0.070534,0.076091,-0.14228,0.081892,0.986433
37.03338,143.2999,-10.6576,0.127151,-0.03995,0.092063,0.09781,-0.15007,0.083065,0.985179
37.03337,143.6329,-5.64461,0.02672,-0.00795,0.126051,0.131853,-0.1652,0.084425,0.982639
37.03337,143.9999,0,-0.00133,0.000484,0.149647,0.155468,-0.16231,0.024859,0.986427
36.73338,139.0002,-134.591,0.001329,-0.00048,0.044947,0.043477,-0.49174,0.217515,0.843138
36.7334,139.3672,-115.01,0.115919,-0.03182,0.032718,0.031832,-0.46754,0.233591,0.852553
36.73342,139.7002,-99.1777,0.15243,-0.0292,0.024777,0.02426,-0.43933,0.249253,0.863053
36.73343,140.0671,-82.5766,0.160145,-0.02394,0.024525,0.023819,-0.41821,0.235669,0.877248
36.73343,140.4331,-67.8021,0.186281,-0.05015,0.024366,0.023844,-0.37589,0.202568,0.904253
36.73344,140.8001,-55.3765,0.224217,-0.09718,0.025311,0.025366,-0.31658,0.157132,0.935462
36.73344,141.1331,-46.7317,0.283908,-0.13292,0.026718,0.027036,-0.26895,0.122043,0.95539
36.73344,141.5,-37.8264,0.352361,-0.14505,0.028771,0.030018,-0.25948,0.10012,0.960545
36.73344,141.867,-29.007,0.373528,-0.1335,0.032537,0.036092,-0.23514,0.099104,0.966896
36.73344,142.2,-22.5456,0.329371,-0.10821,0.041787,0.047433,-0.18937,0.102037,0.97659
36.73344,142.567,-16.8811,0.234791,-0.07391,0.056642,0.063393,-0.1555,0.096903,0.983072
36.73344,142.9329,-12.1834,0.11795,-0.03651,0.075825,0.083045,-0.14068,0.090689,0.985893
36.73343,143.2999,-7.62041,0.001329,-0.00048,0.09888,0.106286,-0.15553,0.094078,0.983341
36.73343,143.6329,-2.08681,-0.00077,0.000663,0.134461,0.141863,-0.12639,0.07947,0.988793
36.73343,143.9999,0,-0.00133,0.000484,0.158903,0.166274,-0.06907,-0.00144,0.997611
36.46684,139.0002,-126.929,0.001329,-0.00048,0.043028,0.042365,-0.5008,0.166036,0.849487
36.46687,139.3672,-107.765,0.113077,-0.02003,0.031286,0.030776,-0.4749,0.194014,0.858387
36.46688,139.7002,-91.9964,0.140261,-0.02932,0.024031,0.023546,-0.44153,0.19282,0.876284
36.46689,140.0672,-75.5467,0.156518,-0.04483,0.023871,0.023121,-0.40816,0.179023,0.895183
36.4669,140.4331,-61.8161,0.20813,-0.08115,0.02408,0.023345,-0.35266,0.168749,0.920408
36.4669,140.8001,-50.4776,0.252089,-0.11203,0.025002,0.024905,-0.28723,0.155327,0.945184
36.4669,141.1331,-42.8587,0.297924,-0.12189,0.026023,0.026514,-0.24623,0.138191,0.95931
36.4669,141.5,-34.3766,0.34312,-0.11601,0.028073,0.030198,-0.24894,0.12281,0.9607
36.4669,141.867,-25.7261,0.33219,-0.09889,0.033194,0.038122,-0.23402,0.115295,0.965371
36.4669,142.2,-19.1464,0.258333,-0.07307,0.044582,0.051674,-0.18695,0.117916,0.975267
36.4669,142.567,-13.7343,0.148949,-0.04182,0.061505,0.0697,-0.14485,0.11081,0.98323
36.4669,142.9329,-9.43384,0.047248,-0.01294,0.08254,0.091213,-0.13996,0.094482,0.985639
36.4669,143.2999,-4.37562,0.001107,-7E-06,0.107279,0.116129,-0.14549,0.09457,0.98483
36.4669,143.6329,0,-0.00133,0.000484,0.144678,0.153498,-0.0756,0.047806,0.995992
36.46689,143.9998,0,-0.00133,0.000484,0.170085,0.178851,-0.00793,-0.00016,0.999969
36.16693,139.0003,-123.451,0.001329,-0.00048,0.042183,0.041925,-0.55858,0.02921,0.828939
36.16695,139.3673,-101.306,0.117672,0.008858,0.030716,0.030091,-0.5039,0.107263,0.857077
36.16697,139.7002,-85.9856,0.132821,-0.01653,0.023459,0.023073,-0.43289,0.115544,0.89401
36.16698,140.0672,-70.6354,0.158814,-0.05999,0.023208,0.022814,-0.40384,0.100544,0.909289
36.16698,140.4332,-56.6282,0.250418,-0.11013,0.024019,0.023201,-0.35785,0.105895,0.927756
36.16698,140.8001,-45.2593,0.329278,-0.12455,0.025376,0.024556,-0.28551,0.123998,0.95032
36.16698,141.1331,-37.8489,0.390244,-0.11235,0.026098,0.026296,-0.23531,0.12657,0.963643
36.16698,141.5001,-29.9322,0.418387,-0.09748,0.027991,0.031392,-0.23774,0.118749,0.964043
36.16698,141.867,-21.6273,0.354708,-0.078,0.034695,0.041429,-0.23269,0.114204,0.965823
36.16698,142.2,-14.8157,0.219284,-0.04823,0.048607,0.05721,-0.18769,0.121788,0.974648
36.16698,142.5669,-9.61792,0.087656,-0.01936,0.067863,0.077337,-0.12837,0.122237,0.984164
36.16698,142.9329,-6.36596,0.001329,-0.00048,0.090888,0.100767,-0.12624,0.097642,0.987183
36.16698,143.2999,-0.87648,-0.00133,0.000484,0.117413,0.127452,-0.10616,0.061679,0.992435
36.16698,143.6328,0,-0.00133,0.000484,0.156878,0.16688,-0.02123,0.01717,0.999627
36.16697,143.9998,0,-0.00133,0.000484,0.183488,0.193428,0,0,1
35.86703,139.0003,-125.97,0.001329,-0.00048,0.041911,0.042749,-0.61128,-0.0075,0.791376
35.86705,139.3673,-99.6576,0.128039,0.052617,0.030739,0.030066,-0.54098,0.023071,0.840718
35.86707,139.7003,-83.9687,0.12344,0.020676,0.023156,0.023065,-0.43367,0.039292,0.900216
35.86708,140.0672,-69.0283,0.136847,-0.044,0.022595,0.022802,-0.40096,0.030927,0.915575
35.86708,140.4332,-54.7598,0.245305,-0.11057,0.024167,0.023013,-0.37671,0.023641,0.92603
35.86708,140.8001,-41.8473,0.385347,-0.13668,0.026335,0.024608,-0.30964,0.052191,0.949421
35.86709,141.1331,-34.1775,0.500347,-0.13213,0.027124,0.026837,-0.24092,0.074408,0.967688
35.86709,141.5001,-26.2871,0.517161,-0.11465,0.029146,0.03314,-0.23734,0.084342,0.967758
35.86709,141.867,-18.0099,0.392539,-0.082,0.037657,0.04538,-0.23639,0.086124,0.967835
35.86709,142.2,-10.7318,0.201118,-0.04053,0.054156,0.063677,-0.19481,0.084877,0.977162
35.86709,142.5669,-5.16491,0.001329,-0.00048,0.075783,0.086115,-0.123,0.084089,0.988838
35.86709,142.9329,-2.70122,-0.00133,0.000484,0.100783,0.111528,-0.08286,0.082467,0.993143
35.86708,143.2999,0,-0.00133,0.000484,0.129043,0.139978,-0.04914,0.021474,0.998561
35.86708,143.6328,0,-0.00133,0.000484,0.170637,0.181563,-0.00196,0.003478,0.999992
35.86707,143.9998,0,-0.00133,0.000484,0.198571,0.209442,0,0,1
35.56714,139.0004,-125.662,0.000484,0.001329,0.040295,0.045913,-0.60825,-0.06469,0.791102
35.56717,139.3673,-100.846,0.124099,0.085069,0.029373,0.031012,-0.55472,-0.02644,0.831617
35.56718,139.7003,-83.5351,0.095842,0.062038,0.022679,0.023024,-0.44457,0.004132,0.895734
35.56719,140.0672,-68.9497,0.076012,-0.00454,0.022182,0.022594,-0.38589,-0.00056,0.922546
35.5672,140.4332,-55.8117,0.153264,-0.08822,0.023945,0.022295,-0.37828,-0.02575,0.925332
35.5672,140.8002,-41.7178,0.318142,-0.15339,0.025919,0.023949,-0.33946,-0.00951,0.940574
35.5672,141.1331,-32.7733,0.466509,-0.17171,0.026981,0.026395,-0.26618,0.023403,0.96364
35.5672,141.5001,-24.1416,0.481753,-0.13848,0.031219,0.034694,-0.24821,0.046885,0.967571
35.5672,141.867,-15.695,0.349537,-0.08701,0.042964,0.050487,-0.23288,0.052914,0.971064
35.5672,142.2,-8.98691,0.162819,-0.03766,0.062432,0.072064,-0.18285,0.044074,0.982152
35.5672,142.5669,-4.03741,0.001329,-0.00048,0.086477,0.09716,-0.13091,0.037252,0.990695
35.5672,142.9329,0,-0.00133,0.000484,0.113377,0.124627,-0.06138,0.039345,0.997338
35.5672,143.2998,0,-0.00133,0.000484,0.143148,0.154688,-0.00596,0.005849,0.999965
35.5672,143.6328,0,-0.00133,0.000484,0.186584,0.198195,0,0,1
35.56719,143.9997,0,-0.00133,0.000484,0.215733,0.22731,0,0,1
35.30056,139.0004,-133.543,0.000484,0.001329,0.04914,0.064287,-0.64644,-0.17246,0.743219
35.30058,139.3674,-103.656,0.087764,0.082179,0.036712,0.045642,-0.59775,-0.0819,0.797491
35.3006,139.7003,-84.1061,0.043453,0.07408,0.030313,0.032651,-0.46629,-0.02971,0.884134
35.30061,140.0673,-69.3788,0.001008,0.029466,0.029866,0.030327,-0.37537,-0.01526,0.926748
35.30061,140.4332,-57.5084,0.025992,-0.04565,0.030633,0.028791,-0.36979,-0.03488,0.928459
35.30062,140.8002,-43.0376,0.143513,-0.11784,0.030972,0.030133,-0.35714,-0.03231,0.933492
35.30062,141.1331,-32.8475,0.252778,-0.13901,0.032647,0.034617,-0.29112,-0.00563,0.956671
35.30062,141.5001,-23.2971,0.268913,-0.10679,0.042069,0.046594,-0.26162,0.019338,0.964977
35.30062,141.867,-14.5688,0.19039,-0.06073,0.058667,0.066041,-0.23397,0.029458,0.971798
35.30062,142.2,-7.96532,0.085338,-0.02451,0.081365,0.090782,-0.18128,0.03008,0.982971
35.30062,142.5669,-2.90129,0.001329,-0.00048,0.107954,0.11865,-0.12152,0.033158,0.992036
35.30062,142.9329,0,-0.00133,0.000484,0.136935,0.148412,-0.04569,0.004642,0.998945
35.30061,143.2998,0,-0.00133,0.000484,0.168264,0.180197,0,0,1
35.30061,143.6328,0,-0.00133,0.000484,0.213995,0.226127,0,0,1
35.30061,143.9997,0,-0.00133,0.000484,0.244705,0.256839,0,0,1
35.0007,139.0005,-141.869,0.000484,0.001329,0.064933,0.084127,-0.68861,-0.15627,0.708097
35.00073,139.3674,-109.482,0.000484,0.001329,0.050554,0.063291,-0.65186,-0.09783,0.752003
35.00074,139.7004,-86.0989,0.000484,0.001329,0.042512,0.046488,-0.51476,-0.04517,0.856145
35.00075,140.0673,-70.0983,-0.00133,0.000484,0.041729,0.042549,-0.37794,-0.01907,0.925632
35.00076,140.4332,-58.7974,-0.00133,0.000484,0.041606,0.040314,-0.35855,-0.02879,0.933066
35.00076,140.8002,-44.413,-0.00048,-0.00133,0.041051,0.041569,-0.37086,-0.0303,0.928195
35.00076,141.1331,-33.288,0.001329,-0.00048,0.043287,0.047369,-0.31947,-0.01002,0.947542
35.00076,141.5001,-22.8719,0.001329,-0.00048,0.054697,0.060656,-0.2799,0.011983,0.959955
35.00076,141.867,-13.7457,0.001329,-0.00048,0.073229,0.080955,-0.23841,0.022758,0.970898
35.00076,142.2,-7.17761,0.001329,-0.00048,0.097302,0.10669,-0.18864,0.025349,0.98172
35.00076,142.5669,-1.47005,-0.00133,0.000484,0.125159,0.135792,-0.10678,0.034377,0.993688
35.00076,142.9329,0,-0.00133,0.000484,0.155295,0.166778,-0.02201,0.005167,0.999744
35.00076,143.2998,0,-0.00133,0.000484,0.187531,0.199551,0,0,1
35.00076,143.6327,0,-0.00133,0.000484,0.234642,0.246933,0,0,1
35.00075,143.9997,0,-0.00133,0.000484,0.266078,0.278401,0,0,1
