latitude,longitude,depth,ew,ns,ew_error,ns_error,ew_normal,ns_normal,ud_normal
37.03338,142.2,-25.8275,12.02872,-4.52407,1.979336,2.116093,-0.19142,0.090288,0.977346
37.03338,142.567,-20.0076,15.63687,-5.72596,2.432095,2.557799,-0.16124,0.085732,0.983185
37.03338,142.933,-15.1704,12.82158,-4.70411,2.899559,3.186293,-0.14228,0.081892,0.986433
37.03338,143.2999,-10.6576,7.259287,-2.7017,3.438703,4.116168,-0.15007,0.083065,0.985179
37.03337,143.6329,-5.64461,1.217552,-0.50276,4.875493,6.050985,-0.1652,0.084425,0.982639
37.03337,143.9999,0,-0.00133,0.000484,6.155705,7.563059,-0.16231,0.024859,0.986427
36.73338,139.0002,-134.591,0.001329,-0.00048,1.828097,1.755301,-0.49174,0.217515,0.843138
36.7334,139.3672,-115.01,0.230744,-0.19461,1.595412,1.577556,-0.46754,0.233591,0.852553
36.73342,139.7002,-99.1777,-1.05742,0.252803,1.206553,1.192675,-0.43933,0.249253,0.863053
36.73343,140.0671,-82.5766,1.400769,-0.22411,1.09155,1.086991,-0.41821,0.235669,0.877248
36.73343,140.4331,-67.8021,-1.52772,0.399861,0.996172,0.992748,-0.37589,0.202568,0.904253
36.73344,140.8001,-55.3765,-0.68523,-0.9522,0.975806,0.95458,-0.31658,0.157132,0.935462
36.73344,141.1331,-46.7317,0.30498,-0.90377,1.129579,1.163659,-0.26895,0.122043,0.95539
36.73344,141.5,-37.8264,-0.42091,-0.13201,1.388277,1.443122,-0.25948,0.10012,0.960545
36.73344,141.867,-29.007,5.787717,-2.27726,1.727455,1.773561,-0.23514,0.099104,0.966896
36.73344,142.2,-22.5456,11.6468,-4.30017,2.098309,2.20528,-0.18937,0.102037,0.97659
36.73344,142.567,-16.8811,12.27668,-4.4976,2.564486,2.756207,-0.1555,0.096903,0.983072
36.73344,142.9329,-12.1834,8.125298,-2.99762,3.043984,3.48008,-0.14068,0.090689,0.985893
36.73343,143.2999,-7.62041,3.345918,-1.27459,3.648367,4.510973,-0.15553,0.094078,0.983341
36.73343,143.6329,-2.08681,-0.40808,0.106645,5.206818,6.556558,-0.12639,0.07947,0.988793
36.73343,143.9999,0,-0.00133,0.000484,6.55913,8.127709,-0.06907,-0.00144,0.997611
36.46684,139.0002,-126.929,0.001329,-0.00048,1.743302,1.693229,-0.5008,0.166036,0.849487
36.46687,139.3672,-107.765,0.259276,-0.17702,1.534556,1.529845,-0.4749,0.194014,0.858387
36.46688,139.7002,-91.9964,-1.0886,0.106394,1.136931,1.132253,-0.44153,0.19282,0.876284
36.46689,140.0672,-75.5467,-0.60826,0.355632,1.01463,1.015651,-0.40816,0.179023,0.895183
36.4669,140.4331,-61.8161,-1.25561,0.218585,0.911104,0.90486,-0.35266,0.168749,0.920408
36.4669,140.8001,-50.4776,-0.30023,-0.58959,0.968966,0.970038,-0.28723,0.155327,0.945184
36.4669,141.1331,-42.8587,-2.18269,0.474825,1.136375,1.226271,-0.24623,0.138191,0.95931
36.4669,141.5,-34.3766,1.464184,-0.68129,1.454276,1.476556,-0.24894,0.12281,0.9607
36.4669,141.867,-25.7261,7.749879,-2.92173,1.776831,1.822467,-0.23402,0.115295,0.965371
36.4669,142.2,-19.1464,10.56425,-3.90037,2.21221,2.341994,-0.18695,0.117916,0.975267
36.4669,142.567,-13.7343,8.649778,-3.17891,2.743196,3.016357,-0.14485,0.11081,0.98323
36.4669,142.9329,-9.43384,3.839168,-1.44241,3.306339,3.880414,-0.13996,0.094482,0.985639
36.4669,143.2999,-4.37562,0.205862,-0.12737,4.063539,5.063407,-0.14549,0.09457,0.98483
36.4669,143.6329,0,-1.44426,0.500312,5.822854,7.26958,-0.0756,0.047806,0.995992
36.46689,143.9998,0,-0.00133,0.000484,7.271484,8.919047,-0.00793,-0.00016,0.999969
36.16693,139.0003,-123.451,0.001329,-0.00048,1.673946,1.641893,-0.55858,0.02921,0.828939
36.16695,139.3673,-101.306,0.549416,0.080299,1.481164,1.488393,-0.5039,0.107263,0.857077
36.16697,139.7002,-85.9856,0.278201,-0.11402,1.070754,1.077877,-0.43289,0.115544,0.89401
36.16698,140.0672,-70.6354,-0.53423,0.29536,0.94336,0.957006,-0.40384,0.100544,0.909289
36.16698,140.4332,-56.6282,0.080529,-0.24224,0.833347,0.842048,-0.35785,0.105895,0.927756
36.16698,140.8001,-45.2593,-0.47302,-0.44572,0.916086,0.920065,-0.28551,0.123998,0.95032
36.16698,141.1331,-37.8489,-0.26826,-0.51937,1.143862,1.17164,-0.23531,0.12657,0.963643
36.16698,141.5001,-29.9322,3.496843,-1.79494,1.44138,1.515512,-0.23774,0.118749,0.964043
36.16698,141.867,-21.6273,7.367513,-2.98327,1.784506,1.983455,-0.23269,0.114204,0.965823
36.16698,142.2,-14.8157,7.763116,-2.95907,2.329298,2.57755,-0.18769,0.121788,0.974648
36.16698,142.5669,-9.61792,4.55465,-1.70421,2.975647,3.362752,-0.12837,0.122237,0.984164
36.16698,142.9329,-6.36596,0.168371,-0.10485,3.693948,4.388712,-0.12624,0.097642,0.987183
36.16698,143.2999,-0.87648,-1.98685,0.67929,4.673841,5.758223,-0.10616,0.061679,0.992435
36.16698,143.6328,0,-1.90377,0.681068,6.692799,8.170364,-0.02123,0.01717,0.999627
36.16697,143.9998,0,-0.00133,0.000484,8.26865,9.928476,0,0,1
35.86703,139.0003,-125.97,0.000484,0.001329,1.581938,1.598373,-0.61128,-0.0075,0.791376
35.86705,139.3673,-99.6576,0.2175,0.262115,1.428268,1.471614,-0.54098,0.023071,0.840718
35.86707,139.7003,-83.9687,0.350417,0.059611,1.035585,1.055547,-0.43367,0.039292,0.900216
35.86708,140.0672,-69.0283,0.337862,0.260992,0.896732,0.91929,-0.40096,0.030927,0.915575
35.86708,140.4332,-54.7598,-1.03133,0.215291,0.800722,0.79901,-0.37671,0.023641,0.92603
35.86708,140.8001,-41.8473,0.486584,-0.85809,0.838453,0.886433,-0.30964,0.052191,0.949421
35.86709,141.1331,-34.1775,0.790322,-2.15864,1.168198,1.052875,-0.24092,0.074408,0.967688
35.86709,141.5001,-26.2871,1.694127,-1.91666,1.391933,1.610203,-0.23734,0.084342,0.967758
35.86709,141.867,-18.0099,4.138506,-2.05431,1.796209,2.143471,-0.23639,0.086124,0.967835
35.86709,142.2,-10.7318,3.565116,-1.54696,2.455861,2.797017,-0.19481,0.084877,0.977162
35.86709,142.5669,-5.16491,0.62376,-0.33052,3.246501,3.728055,-0.123,0.084089,0.988838
35.86709,142.9329,-2.70122,-2.25455,0.778903,4.175339,4.956232,-0.08286,0.082467,0.993143
35.86708,143.2999,0,-2.94804,1.047664,5.408669,6.535467,-0.04914,0.021474,0.998561
35.86708,143.6328,0,-1.86502,0.675455,7.708559,9.181073,-0.00196,0.003478,0.999992
35.86707,143.9998,0,-0.00133,0.000484,9.432332,11.06999,0,0,1
35.56714,139.0004,-125.662,0.000484,0.001329,1.584788,1.686563,-0.60825,-0.06469,0.791102
35.56717,139.3673,-100.846,0.21566,0.394735,1.400414,1.476209,-0.55472,-0.02644,0.831617
35.56718,139.7003,-83.5351,-0.74603,-0.39342,1.021324,1.058502,-0.44457,0.004132,0.895734
35.56719,140.0672,-68.9497,0.725474,-0.84005,0.919078,0.945375,-0.38589,-0.00056,0.922546
35.5672,140.4332,-55.8117,-0.16287,-0.16649,0.867366,0.882172,-0.37828,-0.02575,0.925332
35.5672,140.8002,-41.7178,0.057424,0.075521,0.922277,0.926042,-0.33946,-0.00951,0.940574
35.5672,141.1331,-32.7733,-0.52944,0.10943,1.179658,1.263005,-0.26618,0.023403,0.96364
35.5672,141.5001,-24.1416,-0.23889,-0.59566,1.510929,1.616284,-0.24821,0.046885,0.967571
35.5672,141.867,-15.695,1.307116,-0.99708,1.912808,2.112272,-0.23288,0.052914,0.971064
35.5672,142.2,-8.98691,0.506178,-0.48876,2.664958,2.962285,-0.18285,0.044074,0.982152
35.5672,142.5669,-4.03741,-1.5327,0.398713,3.663461,4.176082,-0.13091,0.037252,0.990695
35.5672,142.9329,0,-2.88333,0.994101,4.862441,5.67543,-0.06138,0.039345,0.997338
35.5672,143.2998,0,-2.6775,0.963952,6.347631,7.473326,-0.00596,0.005849,0.999965
35.5672,143.6328,0,-1.43866,0.523463,8.901522,10.34322,0,0,1
35.56719,143.9997,0,-0.00133,0.000484,10.76589,12.36141,0,0,1
35.30056,139.0004,-133.543,0.000484,0.001329,1.936288,2.103669,-0.64644,-0.17246,0.743219
35.30058,139.3674,-103.656,0.662481,1.1536,1.74436,1.860092,-0.59775,-0.0819,0.797491
35.3006,139.7003,-84.1061,-1.39044,0.819024,1.35357,1.374808,-0.46629,-0.02971,0.884134
35.30061,140.0673,-69.3788,-0.6772,-0.04611,1.23975,1.26246,-0.37537,-0.01526,0.926748
35.30061,140.4332,-57.5084,-1.04486,0.331555,1.214054,1.214157,-0.36979,-0.03488,0.928459
35.30062,140.8002,-43.0376,-1.72927,0.244467,1.403304,1.269896,-0.35714,-0.03231,0.933492
35.30062,141.1331,-32.8475,0.956025,-0.27503,1.567027,1.585778,-0.29112,-0.00563,0.956671
35.30062,141.5001,-23.2971,0.608893,-0.39502,1.9089,1.896269,-0.26162,0.019338,0.964977
35.30062,141.867,-14.5688,-0.18759,-0.25531,2.596016,2.606483,-0.23397,0.029458,0.971798
35.30062,142.2,-7.96532,-1.10298,0.168419,3.638271,3.849333,-0.18128,0.03008,0.982971
35.30062,142.5669,-2.90129,-1.96599,0.591054,4.968265,5.448017,-0.12152,0.033158,0.992036
35.30062,142.9329,0,-2.03185,0.697497,6.505128,7.27177,-0.04569,0.004642,0.998945
35.30061,143.2998,0,-1.49067,0.537681,8.255849,9.304404,0,0,1
35.30061,143.6328,0,-0.66676,0.243389,11.11044,12.45096,0,0,1
35.30061,143.9997,0,-0.00133,0.000484,13.14725,14.63401,0,0,1
35.0007,139.0005,-141.869,0.000484,0.001329,2.142982,2.812635,-0.68861,-0.15627,0.708097
35.00073,139.3674,-109.482,0.000484,0.001329,1.972242,2.253603,-0.65186,-0.09783,0.752003
35.00074,139.7004,-86.0989,0.000484,0.001329,1.442156,1.623836,-0.51476,-0.04517,0.856145
35.00075,140.0673,-70.0983,-0.00133,0.000484,1.396893,1.475776,-0.37794,-0.01907,0.925632
35.00076,140.4332,-58.7974,-0.00133,0.000484,1.278087,1.454599,-0.35855,-0.02879,0.933066
35.00076,140.8002,-44.413,-0.00133,0.000484,1.520353,1.69117,-0.37086,-0.0303,0.928195
35.00076,141.1331,-33.288,0.001329,-0.00048,1.788327,2.151116,-0.31947,-0.01002,0.947542
35.00076,141.5001,-22.8719,0.001329,-0.00048,2.386834,2.641984,-0.2799,0.011983,0.959955
35.00076,141.867,-13.7457,-0.00048,-0.00133,3.393306,3.485301,-0.23841,0.022758,0.970898
35.00076,142.2,-7.17761,-0.00133,0.000484,4.654504,4.869517,-0.18864,0.025349,0.98172
35.00076,142.5669,-1.47005,-0.00133,0.000484,6.175414,6.631446,-0.10678,0.034377,0.993688
35.00076,142.9329,0,-0.00133,0.000484,7.890233,8.612614,-0.02201,0.005167,0.999744
35.00076,143.2998,0,-0.00133,0.000484,9.782252,10.76924,0,0,1
35.00076,143.6327,0,-0.00133,0.000484,12.80798,14.07452,0,0,1
35.00075,143.9997,0,0.001329,-0.00048,14.92265,16.33374,0,0,1
